Position,Probability Density,Energy Level
-3.98989898989899e-09,"[2.22913755e-03 7.91280126e-03 1.44917181e-02 1.90034954e-02
 1.94165440e-02 1.55448738e-02 9.13184310e-03 3.06514831e-03
 7.65359172e-05 1.51173559e-03 6.72449733e-03 1.33675886e-02
 1.84497199e-02 1.96824796e-02 1.65107737e-02 1.03627761e-02
 4.00684293e-03 3.04960404e-04 9.24033652e-04 5.58530279e-03
 1.21898646e-02 1.77637787e-02 1.97971909e-02 1.73744845e-02
 1.15865699e-02 5.03966256e-03 6.81741959e-04 4.75117747e-04
 4.51282987e-03 1.09767540e-02 1.69562769e-02 1.97589044e-02
 1.81226533e-02 1.27843041e-02 6.14763957e-03 1.20105544e-03
 1.71928235e-04 3.52365929e-03 9.74701176e-03 1.60396985e-02
 1.95682121e-02 1.87437130e-02 1.39374615e-02 7.31364432e-03
 1.85487214e-03 1.91525036e-05 2.63308387e-03 8.51965011e-03
 1.50282141e-02 1.92280620e-02 1.92280620e-02 1.50282141e-02
 8.51965011e-03 2.63308387e-03 1.91525036e-05 1.85487214e-03
 7.31364432e-03 1.39374615e-02 1.87437130e-02 1.95682121e-02
 1.60396985e-02 9.74701176e-03 3.52365929e-03 1.71928235e-04
 1.20105544e-03 6.14763957e-03 1.27843041e-02 1.81226533e-02
 1.97589044e-02 1.69562769e-02 1.09767540e-02 4.51282987e-03
 4.75117747e-04 6.81741959e-04 5.03966256e-03 1.15865699e-02
 1.73744845e-02 1.97971909e-02 1.77637787e-02 1.21898646e-02
 5.58530279e-03 9.24033652e-04 3.04960404e-04 4.00684293e-03
 1.03627761e-02 1.65107737e-02 1.96824796e-02 1.84497199e-02
 1.33675886e-02 6.72449733e-03 1.51173559e-03 7.65359172e-05
 3.06514831e-03 9.13184310e-03 1.55448738e-02 1.94165440e-02
 1.90034954e-02 1.44917181e-02 7.91280126e-03 2.22913755e-03]",-1.1866873832382272e-18
-3.888888888888889e-09,"[2.63308387e-03 9.13184310e-03 1.60396985e-02 1.96824796e-02
 1.81226533e-02 1.21898646e-02 5.03966256e-03 4.75117747e-04
 9.24033652e-04 6.14763957e-03 1.33675886e-02 1.87437130e-02
 1.94165440e-02 1.50282141e-02 7.91280126e-03 1.85487214e-03
 7.65359172e-05 3.52365929e-03 1.03627761e-02 1.69562769e-02
 1.97971909e-02 1.73744845e-02 1.09767540e-02 4.00684293e-03
 1.71928235e-04 1.51173559e-03 7.31364432e-03 1.44917181e-02
 1.92280620e-02 1.90034954e-02 1.39374615e-02 6.72449733e-03
 1.20105544e-03 3.04960404e-04 4.51282987e-03 1.15865699e-02
 1.77637787e-02 1.97589044e-02 1.65107737e-02 9.74701176e-03
 3.06514831e-03 1.91525036e-05 2.22913755e-03 8.51965011e-03
 1.55448738e-02 1.95682121e-02 1.84497199e-02 1.27843041e-02
 5.58530279e-03 6.81741959e-04 6.81741959e-04 5.58530279e-03
 1.27843041e-02 1.84497199e-02 1.95682121e-02 1.55448738e-02
 8.51965011e-03 2.22913755e-03 1.91525036e-05 3.06514831e-03
 9.74701176e-03 1.65107737e-02 1.97589044e-02 1.77637787e-02
 1.15865699e-02 4.51282987e-03 3.04960404e-04 1.20105544e-03
 6.72449733e-03 1.39374615e-02 1.90034954e-02 1.92280620e-02
 1.44917181e-02 7.31364432e-03 1.51173559e-03 1.71928235e-04
 4.00684293e-03 1.09767540e-02 1.73744845e-02 1.97971909e-02
 1.69562769e-02 1.03627761e-02 3.52365929e-03 7.65359172e-05
 1.85487214e-03 7.91280126e-03 1.50282141e-02 1.94165440e-02
 1.87437130e-02 1.33675886e-02 6.14763957e-03 9.24033652e-04
 4.75117747e-04 5.03966256e-03 1.21898646e-02 1.81226533e-02
 1.96824796e-02 1.60396985e-02 9.13184310e-03 2.63308387e-03]",-1.180032884492991e-18
-3.787878787878788e-09,"[3.06514831e-03 1.03627761e-02 1.73744845e-02 1.97589044e-02
 1.60396985e-02 8.51965011e-03 1.85487214e-03 1.71928235e-04
 4.51282987e-03 1.21898646e-02 1.84497199e-02 1.94165440e-02
 1.44917181e-02 6.72449733e-03 9.24033652e-04 6.81741959e-04
 6.14763957e-03 1.39374615e-02 1.92280620e-02 1.87437130e-02
 1.27843041e-02 5.03966256e-03 3.04960404e-04 1.51173559e-03
 7.91280126e-03 1.55448738e-02 1.96824796e-02 1.77637787e-02
 1.09767540e-02 3.52365929e-03 1.91525036e-05 2.63308387e-03
 9.74701176e-03 1.69562769e-02 1.97971909e-02 1.65107737e-02
 9.13184310e-03 2.22913755e-03 7.65359172e-05 4.00684293e-03
 1.15865699e-02 1.81226533e-02 1.95682121e-02 1.50282141e-02
 7.31364432e-03 1.20105544e-03 4.75117747e-04 5.58530279e-03
 1.33675886e-02 1.90034954e-02 1.90034954e-02 1.33675886e-02
 5.58530279e-03 4.75117747e-04 1.20105544e-03 7.31364432e-03
 1.50282141e-02 1.95682121e-02 1.81226533e-02 1.15865699e-02
 4.00684293e-03 7.65359172e-05 2.22913755e-03 9.13184310e-03
 1.65107737e-02 1.97971909e-02 1.69562769e-02 9.74701176e-03
 2.63308387e-03 1.91525036e-05 3.52365929e-03 1.09767540e-02
 1.77637787e-02 1.96824796e-02 1.55448738e-02 7.91280126e-03
 1.51173559e-03 3.04960404e-04 5.03966256e-03 1.27843041e-02
 1.87437130e-02 1.92280620e-02 1.39374615e-02 6.14763957e-03
 6.81741959e-04 9.24033652e-04 6.72449733e-03 1.44917181e-02
 1.94165440e-02 1.84497199e-02 1.21898646e-02 4.51282987e-03
 1.71928235e-04 1.85487214e-03 8.51965011e-03 1.60396985e-02
 1.97589044e-02 1.73744845e-02 1.03627761e-02 3.06514831e-03]",-1.172827935213908e-18
-3.686868686868687e-09,"[3.52365929e-03 1.15865699e-02 1.84497199e-02 1.92280620e-02
 1.33675886e-02 5.03966256e-03 1.71928235e-04 2.22913755e-03
 9.74701176e-03 1.73744845e-02 1.96824796e-02 1.50282141e-02
 6.72449733e-03 6.81741959e-04 1.20105544e-03 7.91280126e-03
 1.60396985e-02 1.97971909e-02 1.65107737e-02 8.51965011e-03
 1.51173559e-03 4.75117747e-04 6.14763957e-03 1.44917181e-02
 1.95682121e-02 1.77637787e-02 1.03627761e-02 2.63308387e-03
 7.65359172e-05 4.51282987e-03 1.27843041e-02 1.90034954e-02
 1.87437130e-02 1.21898646e-02 4.00684293e-03 1.91525036e-05
 3.06514831e-03 1.09767540e-02 1.81226533e-02 1.94165440e-02
 1.39374615e-02 5.58530279e-03 3.04960404e-04 1.85487214e-03
 9.13184310e-03 1.69562769e-02 1.97589044e-02 1.55448738e-02
 7.31364432e-03 9.24033652e-04 9.24033652e-04 7.31364432e-03
 1.55448738e-02 1.97589044e-02 1.69562769e-02 9.13184310e-03
 1.85487214e-03 3.04960404e-04 5.58530279e-03 1.39374615e-02
 1.94165440e-02 1.81226533e-02 1.09767540e-02 3.06514831e-03
 1.91525036e-05 4.00684293e-03 1.21898646e-02 1.87437130e-02
 1.90034954e-02 1.27843041e-02 4.51282987e-03 7.65359172e-05
 2.63308387e-03 1.03627761e-02 1.77637787e-02 1.95682121e-02
 1.44917181e-02 6.14763957e-03 4.75117747e-04 1.51173559e-03
 8.51965011e-03 1.65107737e-02 1.97971909e-02 1.60396985e-02
 7.91280126e-03 1.20105544e-03 6.81741959e-04 6.72449733e-03
 1.50282141e-02 1.96824796e-02 1.73744845e-02 9.74701176e-03
 2.22913755e-03 1.71928235e-04 5.03966256e-03 1.33675886e-02
 1.92280620e-02 1.84497199e-02 1.15865699e-02 3.52365929e-03]",-1.165079505724081e-18
-3.585858585858586e-09,"[4.00684293e-03 1.27843041e-02 1.92280620e-02 1.81226533e-02
 1.03627761e-02 2.22913755e-03 3.04960404e-04 6.14763957e-03
 1.50282141e-02 1.97589044e-02 1.65107737e-02 7.91280126e-03
 9.24033652e-04 1.20105544e-03 8.51965011e-03 1.69562769e-02
 1.96824796e-02 1.44917181e-02 5.58530279e-03 1.71928235e-04
 2.63308387e-03 1.09767540e-02 1.84497199e-02 1.90034954e-02
 1.21898646e-02 3.52365929e-03 1.91525036e-05 4.51282987e-03
 1.33675886e-02 1.94165440e-02 1.77637787e-02 9.74701176e-03
 1.85487214e-03 4.75117747e-04 6.72449733e-03 1.55448738e-02
 1.97971909e-02 1.60396985e-02 7.31364432e-03 6.81741959e-04
 1.51173559e-03 9.13184310e-03 1.73744845e-02 1.95682121e-02
 1.39374615e-02 5.03966256e-03 7.65359172e-05 3.06514831e-03
 1.15865699e-02 1.87437130e-02 1.87437130e-02 1.15865699e-02
 3.06514831e-03 7.65359172e-05 5.03966256e-03 1.39374615e-02
 1.95682121e-02 1.73744845e-02 9.13184310e-03 1.51173559e-03
 6.81741959e-04 7.31364432e-03 1.60396985e-02 1.97971909e-02
 1.55448738e-02 6.72449733e-03 4.75117747e-04 1.85487214e-03
 9.74701176e-03 1.77637787e-02 1.94165440e-02 1.33675886e-02
 4.51282987e-03 1.91525036e-05 3.52365929e-03 1.21898646e-02
 1.90034954e-02 1.84497199e-02 1.09767540e-02 2.63308387e-03
 1.71928235e-04 5.58530279e-03 1.44917181e-02 1.96824796e-02
 1.69562769e-02 8.51965011e-03 1.20105544e-03 9.24033652e-04
 7.91280126e-03 1.65107737e-02 1.97589044e-02 1.50282141e-02
 6.14763957e-03 3.04960404e-04 2.22913755e-03 1.03627761e-02
 1.81226533e-02 1.92280620e-02 1.27843041e-02 4.00684293e-03]",-1.1567950921286177e-18
-3.4848484848484847e-09,"[4.51282987e-03 1.39374615e-02 1.96824796e-02 1.65107737e-02
 7.31364432e-03 4.75117747e-04 2.22913755e-03 1.09767540e-02
 1.87437130e-02 1.84497199e-02 1.03627761e-02 1.85487214e-03
 6.81741959e-04 7.91280126e-03 1.69562769e-02 1.95682121e-02
 1.33675886e-02 4.00684293e-03 1.91525036e-05 5.03966256e-03
 1.44917181e-02 1.97589044e-02 1.60396985e-02 6.72449733e-03
 3.04960404e-04 2.63308387e-03 1.15865699e-02 1.90034954e-02
 1.81226533e-02 9.74701176e-03 1.51173559e-03 9.24033652e-04
 8.51965011e-03 1.73744845e-02 1.94165440e-02 1.27843041e-02
 3.52365929e-03 7.65359172e-05 5.58530279e-03 1.50282141e-02
 1.97971909e-02 1.55448738e-02 6.14763957e-03 1.71928235e-04
 3.06514831e-03 1.21898646e-02 1.92280620e-02 1.77637787e-02
 9.13184310e-03 1.20105544e-03 1.20105544e-03 9.13184310e-03
 1.77637787e-02 1.92280620e-02 1.21898646e-02 3.06514831e-03
 1.71928235e-04 6.14763957e-03 1.55448738e-02 1.97971909e-02
 1.50282141e-02 5.58530279e-03 7.65359172e-05 3.52365929e-03
 1.27843041e-02 1.94165440e-02 1.73744845e-02 8.51965011e-03
 9.24033652e-04 1.51173559e-03 9.74701176e-03 1.81226533e-02
 1.90034954e-02 1.15865699e-02 2.63308387e-03 3.04960404e-04
 6.72449733e-03 1.60396985e-02 1.97589044e-02 1.44917181e-02
 5.03966256e-03 1.91525036e-05 4.00684293e-03 1.33675886e-02
 1.95682121e-02 1.69562769e-02 7.91280126e-03 6.81741959e-04
 1.85487214e-03 1.03627761e-02 1.84497199e-02 1.87437130e-02
 1.09767540e-02 2.22913755e-03 4.75117747e-04 7.31364432e-03
 1.65107737e-02 1.96824796e-02 1.39374615e-02 4.51282987e-03]",-1.147982709062631e-18
-3.383838383838384e-09,"[5.03966256e-03 1.50282141e-02 1.97971909e-02 1.44917181e-02
 4.51282987e-03 1.91525036e-05 5.58530279e-03 1.55448738e-02
 1.97589044e-02 1.39374615e-02 4.00684293e-03 7.65359172e-05
 6.14763957e-03 1.60396985e-02 1.96824796e-02 1.33675886e-02
 3.52365929e-03 1.71928235e-04 6.72449733e-03 1.65107737e-02
 1.95682121e-02 1.27843041e-02 3.06514831e-03 3.04960404e-04
 7.31364432e-03 1.69562769e-02 1.94165440e-02 1.21898646e-02
 2.63308387e-03 4.75117747e-04 7.91280126e-03 1.73744845e-02
 1.92280620e-02 1.15865699e-02 2.22913755e-03 6.81741959e-04
 8.51965011e-03 1.77637787e-02 1.90034954e-02 1.09767540e-02
 1.85487214e-03 9.24033652e-04 9.13184310e-03 1.81226533e-02
 1.87437130e-02 1.03627761e-02 1.51173559e-03 1.20105544e-03
 9.74701176e-03 1.84497199e-02 1.84497199e-02 9.74701176e-03
 1.20105544e-03 1.51173559e-03 1.03627761e-02 1.87437130e-02
 1.81226533e-02 9.13184310e-03 9.24033652e-04 1.85487214e-03
 1.09767540e-02 1.90034954e-02 1.77637787e-02 8.51965011e-03
 6.81741959e-04 2.22913755e-03 1.15865699e-02 1.92280620e-02
 1.73744845e-02 7.91280126e-03 4.75117747e-04 2.63308387e-03
 1.21898646e-02 1.94165440e-02 1.69562769e-02 7.31364432e-03
 3.04960404e-04 3.06514831e-03 1.27843041e-02 1.95682121e-02
 1.65107737e-02 6.72449733e-03 1.71928235e-04 3.52365929e-03
 1.33675886e-02 1.96824796e-02 1.60396985e-02 6.14763957e-03
 7.65359172e-05 4.00684293e-03 1.39374615e-02 1.97589044e-02
 1.55448738e-02 5.58530279e-03 1.91525036e-05 4.51282987e-03
 1.44917181e-02 1.97971909e-02 1.50282141e-02 5.03966256e-03]",-1.1386508819375986e-18
-3.2828282828282832e-09,"[5.58530279e-03 1.60396985e-02 1.95682121e-02 1.21898646e-02
 2.22913755e-03 9.24033652e-04 9.74701176e-03 1.87437130e-02
 1.77637787e-02 7.91280126e-03 3.04960404e-04 3.52365929e-03
 1.39374615e-02 1.97971909e-02 1.44917181e-02 4.00684293e-03
 1.71928235e-04 7.31364432e-03 1.73744845e-02 1.90034954e-02
 1.03627761e-02 1.20105544e-03 1.85487214e-03 1.15865699e-02
 1.94165440e-02 1.65107737e-02 6.14763957e-03 1.91525036e-05
 5.03966256e-03 1.55448738e-02 1.96824796e-02 1.27843041e-02
 2.63308387e-03 6.81741959e-04 9.13184310e-03 1.84497199e-02
 1.81226533e-02 8.51965011e-03 4.75117747e-04 3.06514831e-03
 1.33675886e-02 1.97589044e-02 1.50282141e-02 4.51282987e-03
 7.65359172e-05 6.72449733e-03 1.69562769e-02 1.92280620e-02
 1.09767540e-02 1.51173559e-03 1.51173559e-03 1.09767540e-02
 1.92280620e-02 1.69562769e-02 6.72449733e-03 7.65359172e-05
 4.51282987e-03 1.50282141e-02 1.97589044e-02 1.33675886e-02
 3.06514831e-03 4.75117747e-04 8.51965011e-03 1.81226533e-02
 1.84497199e-02 9.13184310e-03 6.81741959e-04 2.63308387e-03
 1.27843041e-02 1.96824796e-02 1.55448738e-02 5.03966256e-03
 1.91525036e-05 6.14763957e-03 1.65107737e-02 1.94165440e-02
 1.15865699e-02 1.85487214e-03 1.20105544e-03 1.03627761e-02
 1.90034954e-02 1.73744845e-02 7.31364432e-03 1.71928235e-04
 4.00684293e-03 1.44917181e-02 1.97971909e-02 1.39374615e-02
 3.52365929e-03 3.04960404e-04 7.91280126e-03 1.77637787e-02
 1.87437130e-02 9.74701176e-03 9.24033652e-04 2.22913755e-03
 1.21898646e-02 1.95682121e-02 1.60396985e-02 5.58530279e-03]",-1.1288086386935777e-18
-3.181818181818182e-09,"[6.14763957e-03 1.69562769e-02 1.90034954e-02 9.74701176e-03
 6.81741959e-04 3.06514831e-03 1.39374615e-02 1.97971909e-02
 1.33675886e-02 2.63308387e-03 9.24033652e-04 1.03627761e-02
 1.92280620e-02 1.65107737e-02 5.58530279e-03 1.91525036e-05
 6.72449733e-03 1.73744845e-02 1.87437130e-02 9.13184310e-03
 4.75117747e-04 3.52365929e-03 1.44917181e-02 1.97589044e-02
 1.27843041e-02 2.22913755e-03 1.20105544e-03 1.09767540e-02
 1.94165440e-02 1.60396985e-02 5.03966256e-03 7.65359172e-05
 7.31364432e-03 1.77637787e-02 1.84497199e-02 8.51965011e-03
 3.04960404e-04 4.00684293e-03 1.50282141e-02 1.96824796e-02
 1.21898646e-02 1.85487214e-03 1.51173559e-03 1.15865699e-02
 1.95682121e-02 1.55448738e-02 4.51282987e-03 1.71928235e-04
 7.91280126e-03 1.81226533e-02 1.81226533e-02 7.91280126e-03
 1.71928235e-04 4.51282987e-03 1.55448738e-02 1.95682121e-02
 1.15865699e-02 1.51173559e-03 1.85487214e-03 1.21898646e-02
 1.96824796e-02 1.50282141e-02 4.00684293e-03 3.04960404e-04
 8.51965011e-03 1.84497199e-02 1.77637787e-02 7.31364432e-03
 7.65359172e-05 5.03966256e-03 1.60396985e-02 1.94165440e-02
 1.09767540e-02 1.20105544e-03 2.22913755e-03 1.27843041e-02
 1.97589044e-02 1.44917181e-02 3.52365929e-03 4.75117747e-04
 9.13184310e-03 1.87437130e-02 1.73744845e-02 6.72449733e-03
 1.91525036e-05 5.58530279e-03 1.65107737e-02 1.92280620e-02
 1.03627761e-02 9.24033652e-04 2.63308387e-03 1.33675886e-02
 1.97971909e-02 1.39374615e-02 3.06514831e-03 6.81741959e-04
 9.74701176e-03 1.90034954e-02 1.69562769e-02 6.14763957e-03]",-1.1184655010652553e-18
-3.080808080808081e-09,"[6.72449733e-03 1.77637787e-02 1.81226533e-02 7.31364432e-03
 1.91525036e-05 6.14763957e-03 1.73744845e-02 1.84497199e-02
 7.91280126e-03 7.65359172e-05 5.58530279e-03 1.69562769e-02
 1.87437130e-02 8.51965011e-03 1.71928235e-04 5.03966256e-03
 1.65107737e-02 1.90034954e-02 9.13184310e-03 3.04960404e-04
 4.51282987e-03 1.60396985e-02 1.92280620e-02 9.74701176e-03
 4.75117747e-04 4.00684293e-03 1.55448738e-02 1.94165440e-02
 1.03627761e-02 6.81741959e-04 3.52365929e-03 1.50282141e-02
 1.95682121e-02 1.09767540e-02 9.24033652e-04 3.06514831e-03
 1.44917181e-02 1.96824796e-02 1.15865699e-02 1.20105544e-03
 2.63308387e-03 1.39374615e-02 1.97589044e-02 1.21898646e-02
 1.51173559e-03 2.22913755e-03 1.33675886e-02 1.97971909e-02
 1.27843041e-02 1.85487214e-03 1.85487214e-03 1.27843041e-02
 1.97971909e-02 1.33675886e-02 2.22913755e-03 1.51173559e-03
 1.21898646e-02 1.97589044e-02 1.39374615e-02 2.63308387e-03
 1.20105544e-03 1.15865699e-02 1.96824796e-02 1.44917181e-02
 3.06514831e-03 9.24033652e-04 1.09767540e-02 1.95682121e-02
 1.50282141e-02 3.52365929e-03 6.81741959e-04 1.03627761e-02
 1.94165440e-02 1.55448738e-02 4.00684293e-03 4.75117747e-04
 9.74701176e-03 1.92280620e-02 1.60396985e-02 4.51282987e-03
 3.04960404e-04 9.13184310e-03 1.90034954e-02 1.65107737e-02
 5.03966256e-03 1.71928235e-04 8.51965011e-03 1.87437130e-02
 1.69562769e-02 5.58530279e-03 7.65359172e-05 7.91280126e-03
 1.84497199e-02 1.73744845e-02 6.14763957e-03 1.91525036e-05
 7.31364432e-03 1.81226533e-02 1.77637787e-02 6.72449733e-03]",-1.107631475370286e-18
-2.97979797979798e-09,"[7.31364432e-03 1.84497199e-02 1.69562769e-02 5.03966256e-03
 3.04960404e-04 9.74701176e-03 1.94165440e-02 1.50282141e-02
 3.06514831e-03 1.20105544e-03 1.21898646e-02 1.97971909e-02
 1.27843041e-02 1.51173559e-03 2.63308387e-03 1.44917181e-02
 1.95682121e-02 1.03627761e-02 4.75117747e-04 4.51282987e-03
 1.65107737e-02 1.87437130e-02 7.91280126e-03 1.91525036e-05
 6.72449733e-03 1.81226533e-02 1.73744845e-02 5.58530279e-03
 1.71928235e-04 9.13184310e-03 1.92280620e-02 1.55448738e-02
 3.52365929e-03 9.24033652e-04 1.15865699e-02 1.97589044e-02
 1.33675886e-02 1.85487214e-03 2.22913755e-03 1.39374615e-02
 1.96824796e-02 1.09767540e-02 6.81741959e-04 4.00684293e-03
 1.60396985e-02 1.90034954e-02 8.51965011e-03 7.65359172e-05
 6.14763957e-03 1.77637787e-02 1.77637787e-02 6.14763957e-03
 7.65359172e-05 8.51965011e-03 1.90034954e-02 1.60396985e-02
 4.00684293e-03 6.81741959e-04 1.09767540e-02 1.96824796e-02
 1.39374615e-02 2.22913755e-03 1.85487214e-03 1.33675886e-02
 1.97589044e-02 1.15865699e-02 9.24033652e-04 3.52365929e-03
 1.55448738e-02 1.92280620e-02 9.13184310e-03 1.71928235e-04
 5.58530279e-03 1.73744845e-02 1.81226533e-02 6.72449733e-03
 1.91525036e-05 7.91280126e-03 1.87437130e-02 1.65107737e-02
 4.51282987e-03 4.75117747e-04 1.03627761e-02 1.95682121e-02
 1.44917181e-02 2.63308387e-03 1.51173559e-03 1.27843041e-02
 1.97971909e-02 1.21898646e-02 1.20105544e-03 3.06514831e-03
 1.50282141e-02 1.94165440e-02 9.74701176e-03 3.04960404e-04
 5.03966256e-03 1.69562769e-02 1.84497199e-02 7.31364432e-03]",-1.0963170428288254e-18
-2.878787878787879e-09,"[7.91280126e-03 1.90034954e-02 1.55448738e-02 3.06514831e-03
 1.51173559e-03 1.33675886e-02 1.96824796e-02 1.03627761e-02
 3.04960404e-04 5.58530279e-03 1.77637787e-02 1.73744845e-02
 5.03966256e-03 4.75117747e-04 1.09767540e-02 1.97589044e-02
 1.27843041e-02 1.20105544e-03 3.52365929e-03 1.60396985e-02
 1.87437130e-02 7.31364432e-03 1.91525036e-05 8.51965011e-03
 1.92280620e-02 1.50282141e-02 2.63308387e-03 1.85487214e-03
 1.39374615e-02 1.95682121e-02 9.74701176e-03 1.71928235e-04
 6.14763957e-03 1.81226533e-02 1.69562769e-02 4.51282987e-03
 6.81741959e-04 1.15865699e-02 1.97971909e-02 1.21898646e-02
 9.24033652e-04 4.00684293e-03 1.65107737e-02 1.84497199e-02
 6.72449733e-03 7.65359172e-05 9.13184310e-03 1.94165440e-02
 1.44917181e-02 2.22913755e-03 2.22913755e-03 1.44917181e-02
 1.94165440e-02 9.13184310e-03 7.65359172e-05 6.72449733e-03
 1.84497199e-02 1.65107737e-02 4.00684293e-03 9.24033652e-04
 1.21898646e-02 1.97971909e-02 1.15865699e-02 6.81741959e-04
 4.51282987e-03 1.69562769e-02 1.81226533e-02 6.14763957e-03
 1.71928235e-04 9.74701176e-03 1.95682121e-02 1.39374615e-02
 1.85487214e-03 2.63308387e-03 1.50282141e-02 1.92280620e-02
 8.51965011e-03 1.91525036e-05 7.31364432e-03 1.87437130e-02
 1.60396985e-02 3.52365929e-03 1.20105544e-03 1.27843041e-02
 1.97589044e-02 1.09767540e-02 4.75117747e-04 5.03966256e-03
 1.73744845e-02 1.77637787e-02 5.58530279e-03 3.04960404e-04
 1.03627761e-02 1.96824796e-02 1.33675886e-02 1.51173559e-03
 3.06514831e-03 1.55448738e-02 1.90034954e-02 7.91280126e-03]",-1.0845331494236258e-18
-2.777777777777778e-09,"[8.51965011e-03 1.94165440e-02 1.39374615e-02 1.51173559e-03
 3.52365929e-03 1.65107737e-02 1.81226533e-02 5.58530279e-03
 4.75117747e-04 1.15865699e-02 1.97971909e-02 1.09767540e-02
 3.04960404e-04 6.14763957e-03 1.84497199e-02 1.60396985e-02
 3.06514831e-03 1.85487214e-03 1.44917181e-02 1.92280620e-02
 7.91280126e-03 1.91525036e-05 9.13184310e-03 1.95682121e-02
 1.33675886e-02 1.20105544e-03 4.00684293e-03 1.69562769e-02
 1.77637787e-02 5.03966256e-03 6.81741959e-04 1.21898646e-02
 1.97589044e-02 1.03627761e-02 1.71928235e-04 6.72449733e-03
 1.87437130e-02 1.55448738e-02 2.63308387e-03 2.22913755e-03
 1.50282141e-02 1.90034954e-02 7.31364432e-03 7.65359172e-05
 9.74701176e-03 1.96824796e-02 1.27843041e-02 9.24033652e-04
 4.51282987e-03 1.73744845e-02 1.73744845e-02 4.51282987e-03
 9.24033652e-04 1.27843041e-02 1.96824796e-02 9.74701176e-03
 7.65359172e-05 7.31364432e-03 1.90034954e-02 1.50282141e-02
 2.22913755e-03 2.63308387e-03 1.55448738e-02 1.87437130e-02
 6.72449733e-03 1.71928235e-04 1.03627761e-02 1.97589044e-02
 1.21898646e-02 6.81741959e-04 5.03966256e-03 1.77637787e-02
 1.69562769e-02 4.00684293e-03 1.20105544e-03 1.33675886e-02
 1.95682121e-02 9.13184310e-03 1.91525036e-05 7.91280126e-03
 1.92280620e-02 1.44917181e-02 1.85487214e-03 3.06514831e-03
 1.60396985e-02 1.84497199e-02 6.14763957e-03 3.04960404e-04
 1.09767540e-02 1.97971909e-02 1.15865699e-02 4.75117747e-04
 5.58530279e-03 1.81226533e-02 1.65107737e-02 3.52365929e-03
 1.51173559e-03 1.39374615e-02 1.94165440e-02 8.51965011e-03]",-1.0722911953105065e-18
-2.676767676767677e-09,"[9.13184310e-03 1.96824796e-02 1.21898646e-02 4.75117747e-04
 6.14763957e-03 1.87437130e-02 1.50282141e-02 1.85487214e-03
 3.52365929e-03 1.69562769e-02 1.73744845e-02 4.00684293e-03
 1.51173559e-03 1.44917181e-02 1.90034954e-02 6.72449733e-03
 3.04960404e-04 1.15865699e-02 1.97589044e-02 9.74701176e-03
 1.91525036e-05 8.51965011e-03 1.95682121e-02 1.27843041e-02
 6.81741959e-04 5.58530279e-03 1.84497199e-02 1.55448738e-02
 2.22913755e-03 3.06514831e-03 1.65107737e-02 1.77637787e-02
 4.51282987e-03 1.20105544e-03 1.39374615e-02 1.92280620e-02
 7.31364432e-03 1.71928235e-04 1.09767540e-02 1.97971909e-02
 1.03627761e-02 7.65359172e-05 7.91280126e-03 1.94165440e-02
 1.33675886e-02 9.24033652e-04 5.03966256e-03 1.81226533e-02
 1.60396985e-02 2.63308387e-03 2.63308387e-03 1.60396985e-02
 1.81226533e-02 5.03966256e-03 9.24033652e-04 1.33675886e-02
 1.94165440e-02 7.91280126e-03 7.65359172e-05 1.03627761e-02
 1.97971909e-02 1.09767540e-02 1.71928235e-04 7.31364432e-03
 1.92280620e-02 1.39374615e-02 1.20105544e-03 4.51282987e-03
 1.77637787e-02 1.65107737e-02 3.06514831e-03 2.22913755e-03
 1.55448738e-02 1.84497199e-02 5.58530279e-03 6.81741959e-04
 1.27843041e-02 1.95682121e-02 8.51965011e-03 1.91525036e-05
 9.74701176e-03 1.97589044e-02 1.15865699e-02 3.04960404e-04
 6.72449733e-03 1.90034954e-02 1.44917181e-02 1.51173559e-03
 4.00684293e-03 1.73744845e-02 1.69562769e-02 3.52365929e-03
 1.85487214e-03 1.50282141e-02 1.87437130e-02 6.14763957e-03
 4.75117747e-04 1.21898646e-02 1.96824796e-02 9.13184310e-03]",-1.0596030237894376e-18
